NOMBRE_FACULTAD;NOMBRE_PROGRAMA;JORNADA;MODALIDAD;NOMBRE_SEDE;TIPO_IDEN_EST;LUG_EXPEDICION;LUGAR_NACIMIENTO;FECHA_NACIMIENTO;SEXO;ESTRATO;NOMBRE_ESTADO
SECCIONAL CHIQUINQUIRA;CONTADURIA PUBLICA;NOCTURNA;PRESENCIAL;MONTERREY;T;SOGAMOSO;SOGAMOSO;11/17/2000 12:00:00 AM;F;2;RETIRADO CON CUPO RESERVADO
SECCIONAL CHIQUINQUIRA;CONTADURIA PUBLICA;NOCTURNA;PRESENCIAL;CERES MIRAFLORES;T;SOGAMOSO;SOGAMOSO;10/19/2001 12:00:00 AM;M;1;RETIRADO CON CUPO RESERVADO
SECCIONAL CHIQUINQUIRA;CONTADURIA PUBLICA;NOCTURNA;PRESENCIAL;AGUAZUL;T;SOGAMOSO;SOGAMOSO;04/15/2002 12:00:00 AM;F;2;NO MATRICULADO
SECCIONAL CHIQUINQUIRA;CONTADURIA PUBLICA;NOCTURNA;PRESENCIAL;TUNJA;C;SOGAMOSO;SOGAMOSO;06/19/1999 12:00:00 AM;F;2;NO MATRICULADO
SECCIONAL CHIQUINQUIRA;CONTADURIA PUBLICA;NOCTURNA;PRESENCIAL;MONTERREY;C;SOGAMOSO;SOGAMOSO;11/14/1997 12:00:00 AM;F;2;RETIRADO CON CUPO RESERVADO
SECCIONAL CHIQUINQUIRA;CONTADURIA PUBLICA;NOCTURNA;PRESENCIAL;COGUA;C;SOGAMOSO;SOGAMOSO;09/24/1999 12:00:00 AM;F;1;NO MATRICULADO
SECCIONAL CHIQUINQUIRA;CONTADURIA PUBLICA;NOCTURNA;PRESENCIAL;COGUA;C;SOTAQUIRÁ;SOTAQUIRÁ;08/12/2000 12:00:00 AM;M;2;RETIRADO CON CUPO RESERVADO
SECCIONAL CHIQUINQUIRA;CONTADURIA PUBLICA;NOCTURNA;PRESENCIAL;SOGAMOSO;C;SUSA;SUSA;08/27/1995 12:00:00 AM;M;2;RETIRADO CON CUPO RESERVADO
SECCIONAL CHIQUINQUIRA;CONTADURIA PUBLICA;NOCTURNA;PRESENCIAL;SANTA FE DE BOGOTA;T;SUTAMARCHÁN;VILLA DE LEYVA;05/28/2002 12:00:00 AM;F;1;NO MATRICULADO
SECCIONAL CHIQUINQUIRA;CONTADURIA PUBLICA;NOCTURNA;PRESENCIAL;MONTERREY;C;TASCO;TASCO;03/02/1996 12:00:00 AM;F;1;NO MATRICULADO
SECCIONAL CHIQUINQUIRA;CONTADURIA PUBLICA;NOCTURNA;PRESENCIAL;CERES MIRAFLORES;C;TUNJA;TUNJA;10/13/2000 12:00:00 AM;M;1;NO MATRICULADO
SECCIONAL CHIQUINQUIRA;CONTADURIA PUBLICA;NOCTURNA;PRESENCIAL;SOGAMOSO;C;TUNJA;CHIQUINQUIRÁ;03/02/1998 12:00:00 AM;F;3;NO MATRICULADO
SECCIONAL CHIQUINQUIRA;CONTADURIA PUBLICA;NOCTURNA;PRESENCIAL;RONDON;T;TUNJA;TUNJA;03/08/2001 12:00:00 AM;M;1;NO MATRICULADO
SECCIONAL CHIQUINQUIRA;CONTADURIA PUBLICA;NOCTURNA;PRESENCIAL;MONTERREY;T;VILLAPINZÓN;BOGOTA D.E;07/03/2002 12:00:00 AM;F;2;RETIRADO CON CUPO RESERVADO
SECCIONAL CHIQUINQUIRA;CONTADURIA PUBLICA;NOCTURNA;PRESENCIAL;AGUAZUL;T;VILLAVICENCIO;VILLAVICENCIO;03/15/2002 12:00:00 AM;F;3;RETIRADO CON CUPO RESERVADO
SECCIONAL CHIQUINQUIRA;CONTADURIA PUBLICA;NOCTURNA;PRESENCIAL;GARAGOA DUITAMA RIONEGRO;T;YOPAL;YOPAL;05/26/2001 12:00:00 AM;F;2;NO MATRICULADO
DERECHO Y CIENCIAS  SOCIALES;DERECHO;EXTENDIDA;PRESENCIAL;YOPAL;T;AGUAZUL;YOPAL;04/16/2002 12:00:00 AM;F;1;NO MATRICULADO
DERECHO Y CIENCIAS  SOCIALES;DERECHO;EXTENDIDA;PRESENCIAL;CERES MIRAFLORES;T;AGUAZUL;AGUAZUL;01/29/2002 12:00:00 AM;F;2;NO MATRICULADO
DERECHO Y CIENCIAS  SOCIALES;DERECHO;EXTENDIDA;PRESENCIAL;CERES SUTATENZA;T;AGUAZUL;AGUAZUL;06/22/2001 12:00:00 AM;F;2;NO MATRICULADO
DERECHO Y CIENCIAS  SOCIALES;DERECHO;EXTENDIDA;PRESENCIAL;COGUA;C;ARAUCA;LEJANÍAS;11/26/1995 12:00:00 AM;F;1;NO MATRICULADO
DERECHO Y CIENCIAS  SOCIALES;DERECHO;EXTENDIDA;PRESENCIAL;CERES MIRAFLORES;T;BELÉN;BELÉN;06/21/2001 12:00:00 AM;M;2;NO MATRICULADO
DERECHO Y CIENCIAS  SOCIALES;DERECHO;EXTENDIDA;PRESENCIAL;CERES MIRAFLORES;T;BERBEO;BERBEO;06/16/2001 12:00:00 AM;F;2;NO MATRICULADO
DERECHO Y CIENCIAS  SOCIALES;DERECHO;EXTENDIDA;PRESENCIAL;YOPAL;C;BOGOTÁ D.C.;SOGAMOSO;08/26/1997 12:00:00 AM;F;1;RETIRADO CON CUPO RESERVADO
DERECHO Y CIENCIAS  SOCIALES;DERECHO;EXTENDIDA;PRESENCIAL;AGUAZUL;T;BOGOTA D.E;TOCA;12/01/2000 12:00:00 AM;F;2;RETIRADO CON CUPO RESERVADO
DERECHO Y CIENCIAS  SOCIALES;DERECHO;EXTENDIDA;PRESENCIAL;CERES MIRAFLORES;T;CHIQUINQUIRÁ;BOGOTÁ D.C.;05/12/2001 12:00:00 AM;F;2;NO MATRICULADO
DERECHO Y CIENCIAS  SOCIALES;DERECHO;EXTENDIDA;PRESENCIAL;AGUAZUL;T;CORRALES;CORRALES;08/13/2001 12:00:00 AM;F;2;RETIRADO CON CUPO RESERVADO
DERECHO Y CIENCIAS  SOCIALES;DERECHO;EXTENDIDA;PRESENCIAL;CHIQUINQUIRA;C;DUITAMA;DUITAMA;09/22/1997 12:00:00 AM;M;2;NO MATRICULADO
DERECHO Y CIENCIAS  SOCIALES;DERECHO;EXTENDIDA;PRESENCIAL;SOGAMOSO;T;DUITAMA;DUITAMA;11/22/2000 12:00:00 AM;F;2;RETIRADO CON CUPO RESERVADO
DERECHO Y CIENCIAS  SOCIALES;DERECHO;EXTENDIDA;PRESENCIAL;CERES MIRAFLORES;T;DUITAMA;DUITAMA;04/03/2001 12:00:00 AM;M;2;NO MATRICULADO
DERECHO Y CIENCIAS  SOCIALES;DERECHO;EXTENDIDA;PRESENCIAL;SANTA FE DE BOGOTA;C;DUITAMA;SOGAMOSO;07/07/2000 12:00:00 AM;F;2;NO MATRICULADO
DERECHO Y CIENCIAS  SOCIALES;DERECHO;EXTENDIDA;PRESENCIAL;MONTERREY;T;NUNCHÍA;TUNJA;12/21/2001 12:00:00 AM;F;2;RETIRADO CON CUPO RESERVADO
DERECHO Y CIENCIAS  SOCIALES;DERECHO;EXTENDIDA;PRESENCIAL;CERES SUTATENZA;C;PAIPA;TUNJA;05/10/1999 12:00:00 AM;M;2;RETIRADO CON CUPO RESERVADO
DERECHO Y CIENCIAS  SOCIALES;DERECHO;EXTENDIDA;PRESENCIAL;SOGAMOSO;C;PAIPA;BOGOTÁ D.C.;05/04/1999 12:00:00 AM;F;2;NO MATRICULADO
DERECHO Y CIENCIAS  SOCIALES;DERECHO;EXTENDIDA;PRESENCIAL;TUNJA;T;PAZ DE ARIPORO;PAZ DE ARIPORO;03/25/2002 12:00:00 AM;F;1;RETIRADO CON CUPO RESERVADO
DERECHO Y CIENCIAS  SOCIALES;DERECHO;EXTENDIDA;PRESENCIAL;YOPAL;T;PESCA;SOGAMOSO;11/01/2000 12:00:00 AM;F;1;NO MATRICULADO
DERECHO Y CIENCIAS  SOCIALES;DERECHO;EXTENDIDA;PRESENCIAL;GARAGOA DUITAMA RIONEGRO;T;SAN CARLOS DE GUAROA;PUERTO LÓPEZ;02/19/2001 12:00:00 AM;F;1;RETIRADO CON CUPO RESERVADO
DERECHO Y CIENCIAS  SOCIALES;DERECHO;EXTENDIDA;PRESENCIAL;RONDON;T;SARAVENA;VILLAVICENCIO;07/12/2001 12:00:00 AM;F;1;RETIRADO CON CUPO RESERVADO
DERECHO Y CIENCIAS  SOCIALES;DERECHO;EXTENDIDA;PRESENCIAL;GARAGOA DUITAMA RIONEGRO;T;SOGAMOSO;SOGAMOSO;11/22/2001 12:00:00 AM;F;1;RETIRADO CON CUPO RESERVADO
DERECHO Y CIENCIAS  SOCIALES;DERECHO;EXTENDIDA;PRESENCIAL;RONDON;T;SOGAMOSO;SOGAMOSO;01/27/2002 12:00:00 AM;F;2;NO MATRICULADO
DERECHO Y CIENCIAS  SOCIALES;DERECHO;EXTENDIDA;PRESENCIAL;CHIQUINQUIRA;T;SOGAMOSO;SOGAMOSO;12/31/2001 12:00:00 AM;F;3;RETIRADO CON CUPO RESERVADO
DERECHO Y CIENCIAS  SOCIALES;DERECHO;EXTENDIDA;PRESENCIAL;RONDON;C;SOGAMOSO;SOGAMOSO;09/03/2000 12:00:00 AM;F;2;RETIRADO CON CUPO RESERVADO
DERECHO Y CIENCIAS  SOCIALES;DERECHO;EXTENDIDA;PRESENCIAL;AGUAZUL;C;SOGAMOSO;SOGAMOSO;02/04/2000 12:00:00 AM;F;2;RETIRADO CON CUPO RESERVADO
DERECHO Y CIENCIAS  SOCIALES;DERECHO;EXTENDIDA;PRESENCIAL;CERES MIRAFLORES;C;SOGAMOSO;SOGAMOSO;11/13/1999 12:00:00 AM;F;2;RETIRADO CON CUPO RESERVADO
DERECHO Y CIENCIAS  SOCIALES;DERECHO;EXTENDIDA;PRESENCIAL;CERES SUTATENZA;C;SOGAMOSO;SOGAMOSO;07/15/1999 12:00:00 AM;M;2;RETIRADO CON CUPO RESERVADO
DERECHO Y CIENCIAS  SOCIALES;DERECHO;EXTENDIDA;PRESENCIAL;MONTERREY;C;SOGAMOSO;SOGAMOSO;04/13/1999 12:00:00 AM;F;1;NO MATRICULADO
DERECHO Y CIENCIAS  SOCIALES;DERECHO;EXTENDIDA;PRESENCIAL;COGUA;C;SOGAMOSO;SOGAMOSO;03/07/1999 12:00:00 AM;M;2;RETIRADO CON CUPO RESERVADO
DERECHO Y CIENCIAS  SOCIALES;DERECHO;EXTENDIDA;PRESENCIAL;TUNJA;C;SOGAMOSO;SOGAMOSO;10/01/1998 12:00:00 AM;M;1;RETIRADO CON CUPO RESERVADO
DERECHO Y CIENCIAS  SOCIALES;DERECHO;EXTENDIDA;PRESENCIAL;RONDON;T;SOGAMOSO;DUITAMA;11/11/2000 12:00:00 AM;F;2;NO MATRICULADO
DERECHO Y CIENCIAS  SOCIALES;DERECHO;EXTENDIDA;PRESENCIAL;CERES SUTATENZA;T;SOGAMOSO;SOGAMOSO;04/09/2001 12:00:00 AM;F;2;NO MATRICULADO
DERECHO Y CIENCIAS  SOCIALES;DERECHO;EXTENDIDA;PRESENCIAL;CHIQUINQUIRA;T;SOGAMOSO;SOGAMOSO;06/02/2001 12:00:00 AM;F;2;NO MATRICULADO
DERECHO Y CIENCIAS  SOCIALES;DERECHO;EXTENDIDA;PRESENCIAL;CERES SUTATENZA;T;SOGAMOSO;SOGAMOSO;10/25/2001 12:00:00 AM;M;2;RETIRADO CON CUPO RESERVADO
DERECHO Y CIENCIAS  SOCIALES;DERECHO;EXTENDIDA;PRESENCIAL;SOGAMOSO;T;SOGAMOSO;SOGAMOSO;07/23/2001 12:00:00 AM;M;2;NO MATRICULADO
DERECHO Y CIENCIAS  SOCIALES;DERECHO;EXTENDIDA;PRESENCIAL;TAURAMENA;T;TAME;TAME;12/29/2001 12:00:00 AM;F;1;RETIRADO CON CUPO RESERVADO
DERECHO Y CIENCIAS  SOCIALES;DERECHO;EXTENDIDA;PRESENCIAL;AGUAZUL;C;TIBANÁ;TUNJA;10/04/1989 12:00:00 AM;M;2;NO MATRICULADO
DERECHO Y CIENCIAS  SOCIALES;DERECHO;EXTENDIDA;PRESENCIAL;COGUA;C;TOCANCIPÁ;BOGOTÁ D.C.;04/19/2000 12:00:00 AM;M;1;RETIRADO CON CUPO RESERVADO
DERECHO Y CIENCIAS  SOCIALES;DERECHO;EXTENDIDA;PRESENCIAL;COGUA;C;TUNJA;TUNJA;09/13/2000 12:00:00 AM;F;3;RETIRADO CON CUPO RESERVADO
DERECHO Y CIENCIAS  SOCIALES;DERECHO;EXTENDIDA;PRESENCIAL;YOPAL;C;TUNJA;TUNJA;07/09/2000 12:00:00 AM;M;2;RETIRADO CON CUPO RESERVADO
DERECHO Y CIENCIAS  SOCIALES;DERECHO;EXTENDIDA;PRESENCIAL;AGUAZUL;C;TUNJA;TUNJA;05/30/2000 12:00:00 AM;F;3;NO MATRICULADO
DERECHO Y CIENCIAS  SOCIALES;DERECHO;EXTENDIDA;PRESENCIAL;COGUA;C;TUNJA;TUNJA;07/05/1999 12:00:00 AM;M;1;RETIRADO CON CUPO RESERVADO
DERECHO Y CIENCIAS  SOCIALES;DERECHO;EXTENDIDA;PRESENCIAL;SOGAMOSO;C;TUNJA;TUNJA;11/03/1998 12:00:00 AM;F;1;RETIRADO CON CUPO RESERVADO
DERECHO Y CIENCIAS  SOCIALES;DERECHO;EXTENDIDA;PRESENCIAL;TAURAMENA;C;TUNJA;TUNJA;06/04/1998 12:00:00 AM;M;2;NO MATRICULADO
DERECHO Y CIENCIAS  SOCIALES;DERECHO;EXTENDIDA;PRESENCIAL;TUNJA;C;TUNJA;AGUAZUL;03/24/1978 12:00:00 AM;F;2;RETIRADO CON CUPO RESERVADO
DERECHO Y CIENCIAS  SOCIALES;DERECHO;EXTENDIDA;PRESENCIAL;AGUAZUL;T;TUNJA;TUNJA;01/18/2001 12:00:00 AM;F;3;NO MATRICULADO
DERECHO Y CIENCIAS  SOCIALES;DERECHO;EXTENDIDA;PRESENCIAL;TAURAMENA;T;TUNJA;TUNJA;02/26/2001 12:00:00 AM;M;3;NO MATRICULADO
DERECHO Y CIENCIAS  SOCIALES;DERECHO;EXTENDIDA;PRESENCIAL;AGUAZUL;T;TUNJA;TUNJA;08/19/2001 12:00:00 AM;M;3;NO MATRICULADO
DERECHO Y CIENCIAS  SOCIALES;DERECHO;EXTENDIDA;PRESENCIAL;MONTERREY;T;TUNJA;TUNJA;06/13/2001 12:00:00 AM;M;2;RETIRADO CON CUPO RESERVADO
DERECHO Y CIENCIAS  SOCIALES;DERECHO;EXTENDIDA;PRESENCIAL;CERES MIRAFLORES;T;VILLA DE LEIVA;TUNJA;04/23/2002 12:00:00 AM;F;1;NO MATRICULADO
DERECHO Y CIENCIAS  SOCIALES;DERECHO;EXTENDIDA;PRESENCIAL;YOPAL;C;YOPAL;YOPAL;12/16/1996 12:00:00 AM;M;1;RETIRADO CON CUPO RESERVADO
DERECHO Y CIENCIAS  SOCIALES;DERECHO;EXTENDIDA;PRESENCIAL;SOGAMOSO;C;YOPAL;TAME;01/12/2000 12:00:00 AM;M;1;RETIRADO CON CUPO RESERVADO
DERECHO Y CIENCIAS  SOCIALES;DERECHO;EXTENDIDA;PRESENCIAL;RONDON;C;YOPAL;BUCARAMANGA;06/01/2000 12:00:00 AM;F;2;NO MATRICULADO
DERECHO Y CIENCIAS  SOCIALES;DERECHO;EXTENDIDA;PRESENCIAL;TAURAMENA;T;YOPAL;YOPAL;05/11/2002 12:00:00 AM;M;1;RETIRADO CON CUPO RESERVADO
DERECHO Y CIENCIAS  SOCIALES;DERECHO;EXTENDIDA;PRESENCIAL;CERES SUTATENZA;T;YOPAL;YOPAL;01/28/2002 12:00:00 AM;F;1;RETIRADO CON CUPO RESERVADO
DERECHO Y CIENCIAS  SOCIALES;DERECHO;EXTENDIDA;PRESENCIAL;YOPAL;T;YOPAL;VILLAVICENCIO;05/17/2001 12:00:00 AM;F;1;RETIRADO CON CUPO RESERVADO
DERECHO Y CIENCIAS  SOCIALES;DERECHO;EXTENDIDA;PRESENCIAL;COGUA;T;YOPAL;SOGAMOSO;08/04/2001 12:00:00 AM;M;1;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN ELECTRICIDAD;OTRA;DISTANCIA;SANTA FE DE BOGOTA;C;TAME;TAME;04/30/1998 12:00:00 AM;M;1;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN OBRAS CIVILES;OTRA;DISTANCIA;TUNJA;C;AGUAZUL;GRANADA;10/20/1989 12:00:00 AM;M;2;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN OBRAS CIVILES;OTRA;DISTANCIA;CERES MIRAFLORES;C;ARCABUCO;ARCABUCO;02/10/1994 12:00:00 AM;M;1;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN OBRAS CIVILES;OTRA;DISTANCIA;CHIQUINQUIRA;C;ARCABUCO;ARCABUCO;05/27/1983 12:00:00 AM;M;2;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN OBRAS CIVILES;OTRA;DISTANCIA;RONDON;C;ARCABUCO;TUNJA;11/22/1998 12:00:00 AM;M;3;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN OBRAS CIVILES;OTRA;DISTANCIA;MONTERREY;C;BARBOSA;BARBOSA;02/14/1993 12:00:00 AM;M;2;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN OBRAS CIVILES;OTRA;DISTANCIA;TUNJA;C;BOGOTÁ D.C.;LA BELLEZA;09/16/1998 12:00:00 AM;M;1;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN OBRAS CIVILES;OTRA;DISTANCIA;COGUA;C;CAMPOHERMOSO;CAMPOHERMOSO;06/04/1998 12:00:00 AM;F;2;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN OBRAS CIVILES;OTRA;DISTANCIA;TAURAMENA;T;CAMPOHERMOSO;MIRAFLORES;02/26/2001 12:00:00 AM;F;1;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN OBRAS CIVILES;OTRA;DISTANCIA;RONDON;T;CÓMBITA;CÓMBITA;11/16/2000 12:00:00 AM;F;1;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN OBRAS CIVILES;OTRA;DISTANCIA;CERES MIRAFLORES;T;CÓMBITA;CÓMBITA;08/29/2001 12:00:00 AM;M;1;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN OBRAS CIVILES;OTRA;DISTANCIA;CHIQUINQUIRA;C;CÚCUTA;CÚCUTA;01/30/1985 12:00:00 AM;M;1;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN OBRAS CIVILES;OTRA;DISTANCIA;YOPAL;C;GARAGOA;RÁQUIRA;06/26/1995 12:00:00 AM;M;2;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN OBRAS CIVILES;OTRA;DISTANCIA;COGUA;C;GARAGOA;GARAGOA;04/29/1997 12:00:00 AM;F;1;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN OBRAS CIVILES;OTRA;DISTANCIA;CHIQUINQUIRA;C;GARAGOA;CAMPOHERMOSO;01/04/1982 12:00:00 AM;M;1;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN OBRAS CIVILES;OTRA;DISTANCIA;MONTERREY;C;GUAYATÁ;GUAYATÁ;08/07/1991 12:00:00 AM;M;2;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN OBRAS CIVILES;OTRA;DISTANCIA;MONTERREY;C;GÜICÁN;GÜICÁN;11/26/1990 12:00:00 AM;M;2;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN OBRAS CIVILES;OTRA;DISTANCIA;YOPAL;C;MONIQUIRÁ;MONIQUIRÁ;06/03/1995 12:00:00 AM;M;1;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN OBRAS CIVILES;OTRA;DISTANCIA;YOPAL;C;MONIQUIRÁ;GIRÓN;07/09/1998 12:00:00 AM;F;1;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN OBRAS CIVILES;OTRA;DISTANCIA;RONDON;C;MONIQUIRÁ;BOGOTÁ D.C.;01/08/1992 12:00:00 AM;M;2;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN OBRAS CIVILES;OTRA;DISTANCIA;TUNJA;C;MONIQUIRÁ;BARRANQUILLA;01/14/1992 12:00:00 AM;F;2;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN OBRAS CIVILES;OTRA;DISTANCIA;TUNJA;C;PACHO;LA VEGA;12/08/1982 12:00:00 AM;M;2;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN OBRAS CIVILES;OTRA;DISTANCIA;CHIQUINQUIRA;C;PÁEZ;PÁEZ;01/30/1999 12:00:00 AM;M;2;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN OBRAS CIVILES;OTRA;DISTANCIA;CERES MIRAFLORES;C;PAIPA;PAIPA;01/21/2000 12:00:00 AM;M;2;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN OBRAS CIVILES;OTRA;DISTANCIA;GARAGOA DUITAMA RIONEGRO;C;PIEDECUESTA;BUCARAMANGA;07/20/1996 12:00:00 AM;M;2;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN OBRAS CIVILES;OTRA;DISTANCIA;CERES SUTATENZA;C;RAMIRIQUÍ;RAMIRIQUÍ;04/05/1997 12:00:00 AM;M;1;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN OBRAS CIVILES;OTRA;DISTANCIA;SOGAMOSO;C;RONDÓN;RONDÓN;01/10/1980 12:00:00 AM;M;2;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN OBRAS CIVILES;OTRA;DISTANCIA;MONTERREY;C;SÁCHICA;VILLA DE LEYVA;02/28/2000 12:00:00 AM;M;1;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN OBRAS CIVILES;OTRA;DISTANCIA;CHIQUINQUIRA;C;SAN LUIS DE GACENO;TUNJA;08/22/1988 12:00:00 AM;M;1;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN OBRAS CIVILES;OTRA;DISTANCIA;SANTA FE DE BOGOTA;C;SAN LUIS DE PALENQUE;SAN LUIS DE PALENQUE;03/06/1990 12:00:00 AM;M;2;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN OBRAS CIVILES;OTRA;DISTANCIA;MONTERREY;T;SANTANA;MONIQUIRÁ;12/11/2000 12:00:00 AM;F;1;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN OBRAS CIVILES;OTRA;DISTANCIA;MONTERREY;C;SOATÁ;SOATÁ;07/30/1984 12:00:00 AM;M;3;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN OBRAS CIVILES;OTRA;DISTANCIA;AGUAZUL;C;SOGAMOSO;SOLEDAD;09/09/1999 12:00:00 AM;M;1;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN OBRAS CIVILES;OTRA;DISTANCIA;RONDON;C;SORA;SORA;02/17/1997 12:00:00 AM;M;1;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN OBRAS CIVILES;OTRA;DISTANCIA;COGUA;C;TIBANÁ;BOGOTA D.E;05/28/1997 12:00:00 AM;M;2;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN OBRAS CIVILES;OTRA;DISTANCIA;GARAGOA DUITAMA RIONEGRO;C;TIBIRITA;BOGOTA D.E;03/09/1993 12:00:00 AM;M;2;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN OBRAS CIVILES;OTRA;DISTANCIA;MONTERREY;T;TOCA;TOCA;11/24/2001 12:00:00 AM;F;1;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN OBRAS CIVILES;OTRA;DISTANCIA;CERES SUTATENZA;C;TOCA;TOCA;10/03/1998 12:00:00 AM;M;1;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN OBRAS CIVILES;OTRA;DISTANCIA;COGUA;E;TUNJA;EXTRANJERO;11/14/1988 12:00:00 AM;F;3;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN OBRAS CIVILES;OTRA;DISTANCIA;SANTA FE DE BOGOTA;C;TUNJA;TUNJA;07/30/1992 12:00:00 AM;M;1;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN OBRAS CIVILES;OTRA;DISTANCIA;CERES MIRAFLORES;T;TUNJA;GARAGOA;10/26/2000 12:00:00 AM;F;2;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN OBRAS CIVILES;OTRA;DISTANCIA;TAURAMENA;C;TUNJA;VENTAQUEMADA;04/18/1999 12:00:00 AM;M;1;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN OBRAS CIVILES;OTRA;DISTANCIA;CHIQUINQUIRA;C;TUNJA;VALLEDUPAR;03/09/1993 12:00:00 AM;M;2;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN OBRAS CIVILES;OTRA;DISTANCIA;CHIQUINQUIRA;C;TUNJA;MANIZALES;01/05/1999 12:00:00 AM;F;3;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN OBRAS CIVILES;OTRA;DISTANCIA;CHIQUINQUIRA;C;TUNJA;MOTAVITA;12/24/1987 12:00:00 AM;M;1;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN OBRAS CIVILES;OTRA;DISTANCIA;CHIQUINQUIRA;C;TUNJA;RONDÓN;07/12/1982 12:00:00 AM;M;1;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN OBRAS CIVILES;OTRA;DISTANCIA;TUNJA;C;TUNJA;SOGAMOSO;08/24/1984 12:00:00 AM;M;1;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN OBRAS CIVILES;OTRA;DISTANCIA;CERES SUTATENZA;C;TUNJA;TOCA;09/13/2000 12:00:00 AM;M;2;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN OBRAS CIVILES;OTRA;DISTANCIA;COGUA;C;TUNJA;TUNJA;11/06/1976 12:00:00 AM;M;3;NO MATRICULADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN OBRAS CIVILES;OTRA;DISTANCIA;CERES SUTATENZA;C;TUNJA;TUNJA;07/31/1980 12:00:00 AM;M;1;RETIRADO CON CUPO RESERVADO
ESTUDIOS A DISTANCIA;TECNOLOGIA EN OBRAS CIVILES;OTRA;DISTANCIA;CERES MIRAFLORES;C;TUNJA;TUNJA;09/02/1983 12:00:00 AM;M;3;RETIRADO CON CUPO RESERVADO
